ASIN,Category,Product Link,No of Sellers,Rank,Rating,Reviews Count,Price
B07MP6B4Y5,Gift Cards,https://www.amazon.com/gp/offer-listing/B07MP6B4Y5/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#22,4.8,"721,690",$50.00 
B07TLL1H7F,Gift Cards,https://www.amazon.com/gp/offer-listing/B07TLL1H7F/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#23,4.8,"721,690",$50.00 
B07WYVVY2Z,Gift Cards,https://www.amazon.com/gp/offer-listing/B07WYVVY2Z/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#24,4.8,"91,384",$50.00 
B00BWDH368,Gift Cards,https://www.amazon.com/gp/offer-listing/B00BWDH368/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#25,4.8,"721,690",$50.00 
B07P76HM3B,Gift Cards,https://www.amazon.com/gp/offer-listing/B07P76HM3B/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#26,4.8,"91,384",$50.00 
B077T9WSSN,Gift Cards,https://www.amazon.com/gp/offer-listing/B077T9WSSN/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#27,4.9,"74,543",$10.00 
B07GH7JZ91,Gift Cards,https://www.amazon.com/gp/offer-listing/B07GH7JZ91/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#28,4.7,"2,954",$105.95 
B08F3BV69X,Gift Cards,https://www.amazon.com/gp/offer-listing/B08F3BV69X/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#29,4.8,"22,185",$25.00 
B08F6WL18F,Gift Cards,https://www.amazon.com/gp/offer-listing/B08F6WL18F/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#30,4.8,"721,690",$50.00 
B0866RXCBJ,Gift Cards,https://www.amazon.com/gp/offer-listing/B0866RXCBJ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#31,4.9,"37,588",$25.00 
B07HJD9FVV,Gift Cards,https://www.amazon.com/gp/offer-listing/B07HJD9FVV/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#32,4.7,"8,756",$206.95 
B07Y93TM8M,Gift Cards,https://www.amazon.com/gp/offer-listing/B07Y93TM8M/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#33,4.9,"74,543",$10.00 
B094Q23VHC,Gift Cards,https://www.amazon.com/gp/offer-listing/B094Q23VHC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#34,4.8,"721,690",$50.00 
B01IE42ST4,Gift Cards,https://www.amazon.com/gp/offer-listing/B01IE42ST4/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#35,4.9,"8,636",$15.00 
B07C68264W,Gift Cards,https://www.amazon.com/gp/offer-listing/B07C68264W/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#36,4.8,"721,690",$50.00 
B071Z6YP6N,Gift Cards,https://www.amazon.com/gp/offer-listing/B071Z6YP6N/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#37,4.8,"721,690",$50.00 
B08ZKWS7CK,Gift Cards,https://www.amazon.com/gp/offer-listing/B08ZKWS7CK/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#38,4.8,"91,384",$50.00 
B07DDC8FJM,Gift Cards,https://www.amazon.com/gp/offer-listing/B07DDC8FJM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#39,4.8,"7,247",$50.00 
B06WVJBVT4,Gift Cards,https://www.amazon.com/gp/offer-listing/B06WVJBVT4/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#40,4.9,"62,352",$25.00 
B07X1HK6GC,Gift Cards,https://www.amazon.com/gp/offer-listing/B07X1HK6GC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#41,4.8,"721,690",$50.00 
B08CYVQ9BK,Gift Cards,https://www.amazon.com/gp/offer-listing/B08CYVQ9BK/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#42,4.8,"721,690",$50.00 
B00BWDH3VS,Gift Cards,https://www.amazon.com/gp/offer-listing/B00BWDH3VS/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#43,4.8,"721,689",$50.00 
B07ZDX292M,Gift Cards,https://www.amazon.com/gp/offer-listing/B07ZDX292M/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#44,4.8,"9,182",$25.00 
B0145WHDQ2,Gift Cards,https://www.amazon.com/gp/offer-listing/B0145WHDQ2/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#45,4.8,"721,690",$50.00 
B079YMX2J6,Gift Cards,https://www.amazon.com/gp/offer-listing/B079YMX2J6/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#46,4.7,"13,035",$25.00 
B01K8RL9C2,Gift Cards,https://www.amazon.com/gp/offer-listing/B01K8RL9C2/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#47,4.9,"7,493",$20.00 
B01MQSSHFD,Gift Cards,https://www.amazon.com/gp/offer-listing/B01MQSSHFD/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#48,4.8,"721,690",$50.00 
B07WYVVSKB,Gift Cards,https://www.amazon.com/gp/offer-listing/B07WYVVSKB/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#49,4.8,"721,690",$50.00 
B07HJHK8Y5,Gift Cards,https://www.amazon.com/gp/offer-listing/B07HJHK8Y5/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#50,4.8,"12,596",$28.95 
B07C5VV4PD,Gift Cards,https://www.amazon.com/gp/offer-listing/B07C5VV4PD/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#51,4.8,"721,690",$50.00 
B086FJV9H7,Gift Cards,https://www.amazon.com/gp/offer-listing/B086FJV9H7/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#52,4.8,"91,384",$50.00 
B079YNCBX2,Gift Cards,https://www.amazon.com/gp/offer-listing/B079YNCBX2/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#53,4.7,"13,035",$25.00 
B06XWXTWXT,Gift Cards,https://www.amazon.com/gp/offer-listing/B06XWXTWXT/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#54,4.8,"721,690",$50.00 
B07MRNVRRX,Gift Cards,https://www.amazon.com/gp/offer-listing/B07MRNVRRX/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#55,4.8,"721,690",$50.00 
B06XHFWJYM,Gift Cards,https://www.amazon.com/gp/offer-listing/B06XHFWJYM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#56,4.8,"721,690",$50.00 
B078J21W75,Gift Cards,https://www.amazon.com/gp/offer-listing/B078J21W75/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#57,4.8,"8,274",$25.00 
B07TKKBG5S,Gift Cards,https://www.amazon.com/gp/offer-listing/B07TKKBG5S/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#58,4.8,"721,690",$50.00 
B00BXLVFAO,Gift Cards,https://www.amazon.com/gp/offer-listing/B00BXLVFAO/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#59,4.9,"1,269",$25.00 
B086FN63NM,Gift Cards,https://www.amazon.com/gp/offer-listing/B086FN63NM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#60,4.8,"721,690",$50.00 
B08PQ64VFJ,Gift Cards,https://www.amazon.com/gp/offer-listing/B08PQ64VFJ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#61,4.6,"3,098",$31.99 
B01FIS7AU6,Gift Cards,https://www.amazon.com/gp/offer-listing/B01FIS7AU6/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#62,4.8,"91,384",$50.00 
B07CLMP15H,Gift Cards,https://www.amazon.com/gp/offer-listing/B07CLMP15H/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#63,4.8,"721,690",$50.00 
B08GLWV2BM,Gift Cards,https://www.amazon.com/gp/offer-listing/B08GLWV2BM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#64,4.8,"721,690",$50.00 
B07RTN4C77,Gift Cards,https://www.amazon.com/gp/offer-listing/B07RTN4C77/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#65,4.7,"6,803",$25.00 
B01N4AO7PO,Gift Cards,https://www.amazon.com/gp/offer-listing/B01N4AO7PO/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#66,4.8,"721,690",$50.00 
B07Y93PHLP,Gift Cards,https://www.amazon.com/gp/offer-listing/B07Y93PHLP/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#67,4.9,"1,703",$50.00 
B07C6C1SN3,Gift Cards,https://www.amazon.com/gp/offer-listing/B07C6C1SN3/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#68,4.8,"721,690",$50.00 
B0078EPRVS,Gift Cards,https://www.amazon.com/gp/offer-listing/B0078EPRVS/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#69,4.9,"7,128",$50.00 
B0763VZ9Z7,Gift Cards,https://www.amazon.com/gp/offer-listing/B0763VZ9Z7/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#70,4.9,"4,095",$25.00 
B094QLGN13,Gift Cards,https://www.amazon.com/gp/offer-listing/B094QLGN13/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#71,4.8,"91,384",$50.00 
B07ZSB9QYL,Gift Cards,https://www.amazon.com/gp/offer-listing/B07ZSB9QYL/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#72,4.9,"12,187",$25.00 
B07X3LSNMQ,Gift Cards,https://www.amazon.com/gp/offer-listing/B07X3LSNMQ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#73,4.8,"91,384",$50.00 
B01M1NWI42,Gift Cards,https://www.amazon.com/gp/offer-listing/B01M1NWI42/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#74,4.8,"721,690",$50.00 
B07TMN8CQ6,Gift Cards,https://www.amazon.com/gp/offer-listing/B07TMN8CQ6/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#75,4.8,"721,689",$50.00 
B07TNQSH4J,Gift Cards,https://www.amazon.com/gp/offer-listing/B07TNQSH4J/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#76,4.8,"91,384",$50.00 
B01H5PPQYM,Gift Cards,https://www.amazon.com/gp/offer-listing/B01H5PPQYM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#77,4.9,"5,827",$25.00 
B08DXXS6Q7,Gift Cards,https://www.amazon.com/gp/offer-listing/B08DXXS6Q7/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#78,4.8,"22,185",$25.00 
B06W5SBSL7,Gift Cards,https://www.amazon.com/gp/offer-listing/B06W5SBSL7/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#79,4.9,"74,543",$10.00 
B07MDR5TG9,Gift Cards,https://www.amazon.com/gp/offer-listing/B07MDR5TG9/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#80,4.8,"721,690",$50.00 
B07J54KYP1,Gift Cards,https://www.amazon.com/gp/offer-listing/B07J54KYP1/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#81,4.8,"721,690",$50.00 
B01C9MW6MQ,Gift Cards,https://www.amazon.com/gp/offer-listing/B01C9MW6MQ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#82,4.9,"62,352",$25.00 
B08MW92TWD,Gift Cards,https://www.amazon.com/gp/offer-listing/B08MW92TWD/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#83,4.4,"1,389",$25.00 
B01MSBQB1P,Gift Cards,https://www.amazon.com/gp/offer-listing/B01MSBQB1P/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#84,4.8,"19,791",$5.00 
B07Y92XFRD,Gift Cards,https://www.amazon.com/gp/offer-listing/B07Y92XFRD/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#85,4.9,"74,543",$10.00 
B01JQSONCC,Gift Cards,https://www.amazon.com/gp/offer-listing/B01JQSONCC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#86,4.9,"50,571",$20.00 
B00AR51Y5I,Gift Cards,https://www.amazon.com/gp/offer-listing/B00AR51Y5I/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#87,4.9,"22,665",$25.00 
B07CG4DYNH,Gift Cards,https://www.amazon.com/gp/offer-listing/B07CG4DYNH/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#88,4.8,"721,690",$50.00 
B07WPQTXYQ,Gift Cards,https://www.amazon.com/gp/offer-listing/B07WPQTXYQ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#89,4.8,"91,384",$50.00 
B07736Q4GC,Gift Cards,https://www.amazon.com/gp/offer-listing/B07736Q4GC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#90,4.8,"52,513",$10.00 
B07RNNFLNT,Gift Cards,https://www.amazon.com/gp/offer-listing/B07RNNFLNT/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#91,4.8,"721,689",$50.00 
B07GFQ5B44,Gift Cards,https://www.amazon.com/gp/offer-listing/B07GFQ5B44/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#92,4.7,"2,940",$206.95 
B016PARZEC,Gift Cards,https://www.amazon.com/gp/offer-listing/B016PARZEC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#93,4.9,"3,490",$50.00 
B07D3P511R,Gift Cards,https://www.amazon.com/gp/offer-listing/B07D3P511R/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#94,4.8,"721,690",$50.00 
B06X6HSVDY,Gift Cards,https://www.amazon.com/gp/offer-listing/B06X6HSVDY/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#95,4.8,"721,690",$50.00 
B06ZYZ1TKK,Gift Cards,https://www.amazon.com/gp/offer-listing/B06ZYZ1TKK/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#96,4.8,"7,247",$50.00 
B07YQL38L7,Gift Cards,https://www.amazon.com/gp/offer-listing/B07YQL38L7/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#97,4.8,"721,690",$50.00 
B07MDQHZ7W,Gift Cards,https://www.amazon.com/gp/offer-listing/B07MDQHZ7W/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#98,4.8,"721,689",$50.00 
B06ZY44YG4,Gift Cards,https://www.amazon.com/gp/offer-listing/B06ZY44YG4/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#99,4.8,"7,247",$50.00 
B01LX3U0H6,Gift Cards,https://www.amazon.com/gp/offer-listing/B01LX3U0H6/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#100,4.8,"91,384",$50.00 
375813659,Books,https://www.amazon.com/gp/offer-listing/0375813659/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#1,4.8,"13,455",$4.00 
1501171348,Books,https://www.amazon.com/gp/offer-listing/1501171348/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#4,4.3,"14,006",$16.30 
143127748,Books,https://www.amazon.com/gp/offer-listing/0143127748/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#5,4.8,"31,470",$11.40 
1524798657,Books,https://www.amazon.com/gp/offer-listing/1524798657/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#6,4.3,"3,496",$16.80 
525559477,Books,https://www.amazon.com/gp/offer-listing/0525559477/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#7,4.4,"87,929",$13.29 
735211299,Books,https://www.amazon.com/gp/offer-listing/0735211299/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#8,4.8,"46,062",$11.98 
1878424319,Books,https://www.amazon.com/gp/offer-listing/1878424319/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#9,4.7,"58,903",$5.77 
1501110365,Books,https://www.amazon.com/gp/offer-listing/1501110365/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#10,4.7,"18,508",$12.20 
1501161938,Books,https://www.amazon.com/gp/offer-listing/1501161938/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#11,4.6,"19,083",$9.42 
399226907,Books,https://www.amazon.com/gp/offer-listing/0399226907/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#12,4.9,"35,863",$5.06 
374300216,Books,https://www.amazon.com/gp/offer-listing/0374300216/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#13,4.8,"49,824",$4.44 
140280197,Books,https://www.amazon.com/gp/offer-listing/0140280197/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#14,4.7,"26,162",$14.99 
1641526270,Books,https://www.amazon.com/gp/offer-listing/1641526270/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#15,4.8,"54,885",$5.51 
735219109,Books,https://www.amazon.com/gp/offer-listing/0735219109/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#16,4.8,"136,310",$9.98 
1400217075,Books,https://www.amazon.com/gp/offer-listing/1400217075/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#17,4.7,259,$18.35 
1984806750,Books,https://www.amazon.com/gp/offer-listing/1984806750/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#18,4.4,"4,596",$10.00 
1612680178,Books,https://www.amazon.com/gp/offer-listing/1612680178/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#19,4.7,"54,649",$10.00 
1589255518,Books,https://www.amazon.com/gp/offer-listing/1589255518/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#20,4.9,"36,207",$4.22 
316540714,Books,https://www.amazon.com/gp/offer-listing/0316540714/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#21,4.7,"2,841",$18.00 
62060627,Books,https://www.amazon.com/gp/offer-listing/0062060627/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#23,4.7,"22,706",$10.35 
62315005,Books,https://www.amazon.com/gp/offer-listing/0062315005/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#24,4.7,"60,753",$8.89 
1250178606,Books,https://www.amazon.com/gp/offer-listing/1250178606/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#25,4.5,"58,947",$14.49 
528023780,Books,https://www.amazon.com/gp/offer-listing/0528023780/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#26,4.7,514,$15.05 
761189602,Books,https://www.amazon.com/gp/offer-listing/0761189602/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#27,4.8,"15,469",$7.52 
1601429649,Books,https://www.amazon.com/gp/offer-listing/1601429649/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#28,4.7,"15,626",$9.63 
1984806734,Books,https://www.amazon.com/gp/offer-listing/1984806734/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#29,4.4,"12,295",$7.36 
593135202,Books,https://www.amazon.com/gp/offer-listing/0593135202/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#30,4.7,"16,058",$14.49 
62976583,Books,https://www.amazon.com/gp/offer-listing/0062976583/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#31,4.9,"79,114",$13.80 
B094TCDJWC,Books,https://www.amazon.com/gp/offer-listing/B094TCDJWC/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#32,3.5,5,$12.85 
1984801252,Books,https://www.amazon.com/gp/offer-listing/1984801252/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#33,4.6,"50,802",$13.98 
080241270X,Books,https://www.amazon.com/gp/offer-listing/080241270X/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#34,4.8,"51,940",$7.59 
62457802,Books,https://www.amazon.com/gp/offer-listing/0062457802/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#35,4.7,"13,745",$8.37 
1501128035,Books,https://www.amazon.com/gp/offer-listing/1501128035/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#36,4.5,"7,982",$8.45 
1623159911,Books,https://www.amazon.com/gp/offer-listing/1623159911/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#37,4.8,"19,616",$8.99 
1647397294,Books,https://www.amazon.com/gp/offer-listing/1647397294/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#38,4.7,"4,439",$9.59 
316420085,Books,https://www.amazon.com/gp/offer-listing/0316420085/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#39,4.6,"4,741",$17.40 
1250304458,Books,https://www.amazon.com/gp/offer-listing/1250304458/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#40,4,"1,031",$16.79 
805047905,Books,https://www.amazon.com/gp/offer-listing/0805047905/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#41,4.9,"31,056",$5.00 
1791392792,Books,https://www.amazon.com/gp/offer-listing/1791392792/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#42,4.6,"23,858",$12.01 
679805273,Books,https://www.amazon.com/gp/offer-listing/0679805273/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#43,4.9,"27,317",$7.78 
159285849X,Books,https://www.amazon.com/gp/offer-listing/159285849X/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#45,4.7,"21,552",$6.96 
399240462,Books,https://www.amazon.com/gp/offer-listing/0399240462/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#46,4.9,"20,547",$4.98 
1684510821,Books,https://www.amazon.com/gp/offer-listing/1684510821/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#47,5,47,$18.57 
9387779262,Books,https://www.amazon.com/gp/offer-listing/9387779262/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#48,4.6,"28,050",$15.86 
B095GD5SQM,Books,https://www.amazon.com/gp/offer-listing/B095GD5SQM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#49,4.9,16,$26.99 
451524934,Books,https://www.amazon.com/gp/offer-listing/0451524934/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#50,4.7,"48,822",$7.48 
593139135,Books,https://www.amazon.com/gp/offer-listing/0593139135/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#51,4.7,"40,324",$16.95 
1684511801,Books,https://www.amazon.com/gp/offer-listing/1684511801/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#54,4.9,"3,393",$16.21 
761187480,Books,https://www.amazon.com/gp/offer-listing/0761187480/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#56,4.8,"19,747",$12.44 
593230256,Books,https://www.amazon.com/gp/offer-listing/0593230256/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#57,4.8,"30,688",$14.70 
671027034,Books,https://www.amazon.com/gp/offer-listing/0671027034/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#60,4.7,"52,140",$13.62 
1524798649,Books,https://www.amazon.com/gp/offer-listing/1524798649/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#62,4.4,"13,533",$6.98 
1338233580,Books,https://www.amazon.com/gp/offer-listing/1338233580/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#63,4.8,"8,177",$2.88 
1338680455,Books,https://www.amazon.com/gp/offer-listing/1338680455/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#64,4.9,"10,714",$7.36 
62457713,Books,https://www.amazon.com/gp/offer-listing/0062457713/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#65,4.6,"52,800",$13.76 
807014273,Books,https://www.amazon.com/gp/offer-listing/0807014273/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#66,4.7,"34,571",$11.99 
345816021,Books,https://www.amazon.com/gp/offer-listing/0345816021/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#67,4.7,"39,501",$14.99 
1250080401,Books,https://www.amazon.com/gp/offer-listing/1250080401/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#69,4.8,"70,597",$8.18 
1982160136,Books,https://www.amazon.com/gp/offer-listing/1982160136/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,77 Sellers,#70,3.8,655,$13.50 
1623158281,Books,https://www.amazon.com/gp/offer-listing/1623158281/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#71,4.8,"16,853",$9.59 
1611806860,Books,https://www.amazon.com/gp/offer-listing/1611806860/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#72,5,3,$13.49 
593137310,Books,https://www.amazon.com/gp/offer-listing/0593137310/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#73,4.8,"6,176",$12.00 
1484707230,Books,https://www.amazon.com/gp/offer-listing/1484707230/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#74,4.9,"23,193",$21.00 
920668372,Books,https://www.amazon.com/gp/offer-listing/0920668372/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#75,4.9,"37,649",$5.00 
1623157900,Books,https://www.amazon.com/gp/offer-listing/1623157900/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#76,4.5,"6,526",$5.80 
125019623X,Books,https://www.amazon.com/gp/offer-listing/125019623X/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#78,4.7,"6,449",$20.49 
593193318,Books,https://www.amazon.com/gp/offer-listing/0593193318/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#84,4.9,250,$10.58 
358423880,Books,https://www.amazon.com/gp/offer-listing/0358423880/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1 Sellers,#95,4.5,128,$20.57 
